"","tail","head","value"
"258",11,63,7.87305e-05
"259",11,64,0.6164412
"260",11,66,0.745527
"261",12,14,0.0004247549
"262",12,15,0.000171
"263",12,16,0.0002772209
"264",12,18,0.001162941
"265",12,20,0.003788501
"266",12,21,0.003003461
"267",12,22,0.003321112
"268",12,23,0.002402446
"269",12,25,0.0003055199
"270",12,26,8.949658e-05
"271",12,27,0.002271701
"272",12,28,0.003511422
"273",12,29,0.004089071
"274",12,30,0.00224333
"275",12,31,0.000108239
"276",12,32,0.0007726068
"277",12,33,0.001265501
"278",12,34,5.077519e-05
"279",12,35,7.788658e-06
"280",12,36,0.008714795
"281",12,39,0.0004668619
"282",12,40,0.000125739
